"Date is the CalLite-CV date column, the next column with the name of a CalLite-CV element is the LocalInflow data from the CT_noCC run for the CalLite-CV element from which we're going to be deriving these DSM stream flow time series in cfs (I couldn't find an output file in the Basin Study documentation for this like I did for the Outflow data in the master csv but spot checks indicated that the GoldSim model file I'm pulling these from have identical data to those outputs), CSDate is for my reference to avoid screwing up the 10/2014=10/1925 matching and shouldn't be needed for you, and the CalSim II records corresponding to the local inflows to the CalLite-CV element are listed afterward (in TAF/month, NOT cfs - I can do that conversion if it's more convenient but I'm hoping it'll be trivial for you... in any case we're not trying to do mass balance here, just multiplying by the fractions of the CalSim II totals, so as long as CalSim II is internally consistent wrt units it should be fine, right?). 'matches for other csvs.csv' contains the mappings between the DSM streams and CalSim II elements, as a one-stop summary for which DSM streams are showing up in which specific .csvs like this one. I renamed the CalSim II elements that map to DSM streams in this csv; everything that still has a CalSim II name is one of the elements that contributes to the total (the denominator) but is NOT a DSM stream. The CalSim II run I'm using at the moment is the most recent representation of current operations I've received; probably we'll be choosing a different baseline in the future but the matches csv mentioned above contains the CalSim II match for DSM streams, so I can go back and re-pull those time series if/when necessary. C17603 is Sites Reservoir outflows into the Sacramento in this region; it's zeroed out in the run I'm using but that should be re-checked if a different run is used. NOTE that matching 2014 to 1925 results in the last ~7 years of the CalLite-CV run not having an equivalent CS2 number...",,,,,,,,,,,,
Date,WilkinsSlough,CSDate,Elder Creek,Thomes Creek,Antelope Creek,Mill Creek,Deer Creek,Big Chico Creek,Stony Creek,C184A,I118,I123
2/1/2070 0:00,3172,28-Feb-81,172.7,683.8,132.6,301.7,360.1,173,355,1234,54.79999924,83.40000153
3/1/2070 0:00,3086,31-Mar-81,157.1,389.8,201.2,349.1,379.8,192.8,25,1078.7,83.90000153,14
4/1/2070 0:00,1867,30-Apr-81,80.1,275.2,94.8,267.7,243.3,79.7,30,1565.7,36.29999924,108
5/1/2070 0:00,1746,31-May-81,32.7,101.6,59.7,274.8,152.5,45.4,28,448.5,0,0
6/1/2070 0:00,1299,30-Jun-81,11.2,28.8,36.6,157.1,105.3,29.2,12,693.3,0,0
7/1/2070 0:00,1397,31-Jul-81,1.9,5.9,31.3,96.2,86.4,22.4,0,646.8,0,0
8/1/2070 0:00,1274,31-Aug-81,0.5,1.2,28.3,81.3,80.9,20.6,0,837.7,9.5,21.5
9/1/2070 0:00,907.5,30-Sep-81,1.1,1.9,29.9,81.4,85.9,21.3,23,35.7,20.10000038,26.89999962
10/1/2070 0:00,1481,31-Oct-81,16.6,44,66.3,156.5,153,48.2,12,0,11.19999981,16.39999962
11/1/2070 0:00,4768,30-Nov-81,206.5,891.6,537.7,986.1,1073.9,507,594,0,113.5,0
12/1/2070 0:00,8747,31-Dec-81,362.6,1373.1,430.7,725.5,991.2,498.4,2245,0,259.2999878,0
1/1/2071 0:00,6470,31-Jan-82,193.1,552.6,319.4,456.6,635.7,365.4,1812,0,245.6999969,64.30000305
2/1/2071 0:00,6388,28-Feb-82,316.1,1407.4,386.4,696.2,1027.2,453.2,1289,0,126.5,0
3/1/2071 0:00,5803,31-Mar-82,276.9,599.7,383.4,564.8,915,439.6,951,0,77.09999847,41
4/1/2071 0:00,5189,30-Apr-82,273,1195.6,559.2,886.3,1676.1,903.7,1323,0,88.30000305,215.8999939
5/1/2071 0:00,3897,31-May-82,99.2,557,201.2,584.8,629.5,120.4,201,481.8,15.80000019,87.69999695
6/1/2071 0:00,2358,30-Jun-82,40.1,143,95.2,417.1,274.2,58.5,12,707.5,0,39.20000076
7/1/2071 0:00,1512,31-Jul-82,15.6,46.7,68.1,256.9,187.8,36.7,11,699.7,10.69999981,31.5
8/1/2071 0:00,1293,31-Aug-82,5.6,10.2,47.6,153.6,155.8,29.8,12,389,10.30000019,41
9/1/2071 0:00,1416,30-Sep-82,5.4,6.9,47.5,137.7,154.4,29.4,23,0,2.400000095,75.40000153
10/1/2071 0:00,1702,31-Oct-82,15.6,71.6,88,214.7,204,50,341,0,24.89999962,0
11/1/2071 0:00,2925,30-Nov-82,74.1,339,190.4,347.6,352.8,148.5,895,948.9,14.39999962,0
12/1/2071 0:00,5400,31-Dec-82,295.4,895.3,354.9,564.9,684.4,420.2,1924,0,271.7000122,2.700000048
1/1/2072 0:00,10643,31-Jan-83,521.2,1293.3,459.3,662.4,1040.1,540.2,3758,0,352.1000061,42.59999847
2/1/2072 0:00,18313,28-Feb-83,795,1661.4,545.3,927.4,1625.9,969.1,5102,0,678.9000244,0
3/1/2072 0:00,16614,31-Mar-83,1232.4,2103.4,598.3,1339.2,2408.1,1399.9,5449,0,868.5,160
4/1/2072 0:00,6627,30-Apr-83,359,1104.2,280.7,571.6,930.5,342.9,2437,0,188.6999969,205.8999939
5/1/2072 0:00,4868,31-May-83,371.9,1473.4,249.9,744.3,1023.3,241.8,599,0,0,178.8000031
6/1/2072 0:00,2887,30-Jun-83,117.1,619.1,180.3,771.3,653.9,88.1,107,815.5,16.20000076,154.6000061
7/1/2072 0:00,1970,31-Jul-83,30.1,139.2,109.6,478.3,305.2,47.9,0,691.1,8.399999619,72.40000153
8/1/2072 0:00,1786,31-Aug-83,11.7,39.9,72.9,240.6,221.6,37.8,0,739.3,0,35.29999924
9/1/2072 0:00,1756,30-Sep-83,9.4,20.4,59.4,176,198.9,37,23,0,24.5,60.40000153
10/1/2072 0:00,2069,31-Oct-83,11.5,19.9,71.8,175.2,204.1,41.7,538,0,33.90000153,20.10000038
11/1/2072 0:00,4961,30-Nov-83,198.1,1006,321.9,587.5,765.9,239,1981,0,57.29999924,25.20000076
12/1/2072 0:00,11093,31-Dec-83,712.3,1797.4,744.7,1185.3,1818.5,826.7,5049,0,482.3999939,37.40000153
1/1/2073 0:00,6768,31-Jan-84,182.7,551.6,293.2,422.8,621.3,205,931,0,81.90000153,160.1000061
2/1/2073 0:00,3404,29-Feb-84,94.7,378.3,214.9,365.4,485.4,176.2,82,911.6,12.5,44.5
3/1/2073 0:00,3097,31-Mar-84,97.5,486.8,195.1,436.6,692.8,254.8,19,0,0,71.5
4/1/2073 0:00,2421,30-Apr-84,61.2,280.7,176.7,359.7,475.8,122.3,30,1488.2,22.10000038,137.8999939
5/1/2073 0:00,2587,31-May-84,27.8,199.6,157.9,470.2,381.8,60.7,28,477.9,32.40000153,0
6/1/2073 0:00,2548,30-Jun-84,13.2,69.5,87.8,375.6,265.8,46.8,12,651.2,16.60000038,0
7/1/2073 0:00,2065,31-Jul-84,4,15.2,49.9,217.6,179.1,32.5,0,1222.6,0,0
8/1/2073 0:00,2029,31-Aug-84,1.9,4.6,47.2,155.9,150.6,32.6,0,832.8,10.30000019,41.90000153
9/1/2073 0:00,1933,30-Sep-84,2,3.4,47.9,142,141.1,33,23,0,1.700000048,25.29999924
10/1/2073 0:00,1664,31-Oct-84,5.9,16.2,60.2,146.8,156.5,33.8,7,4.4,10.89999962,4.300000191
11/1/2073 0:00,4968,30-Nov-84,184.1,679.8,175.6,320.5,422.5,140.4,11,1184.6,32.5,49.29999924
12/1/2073 0:00,3613,31-Dec-84,92.9,330.8,129.7,206.5,238.2,81.2,632,804,106.8000031,66.5
1/1/2074 0:00,2067,31-Jan-85,32.9,163.9,102,147.1,164.8,48.2,10,674.1,23,33.29999924
2/1/2074 0:00,2368,28-Feb-85,78.2,272.1,133.8,227.6,257.8,137.6,28,863.1,0,32.29999924
3/1/2074 0:00,2056,31-Mar-85,58,211.1,101.8,227.9,235.3,92,25,760,9.300000191,23
4/1/2074 0:00,1863,30-Apr-85,90.1,448.9,161.3,328.4,342.9,78.8,30,1484,6.199999809,62.59999847
5/1/2074 0:00,1594,31-May-85,23.8,115.4,81.1,241.7,172.9,31.8,17,517.5,19.60000038,0
6/1/2074 0:00,1417,30-Jun-85,9.2,35.8,38,162.5,117.4,24.1,12,670.6,0,0
7/1/2074 0:00,1377,31-Jul-85,1.6,6.2,26.3,115,98.5,20.9,0,1073.3,0,20.60000038
8/1/2074 0:00,1241,31-Aug-85,1,2.3,30.6,101,91.3,20.7,0,1169.1,0,0
9/1/2074 0:00,1271,30-Sep-85,4.9,6,42,124.5,115.6,28.1,12,857.1,0,0
10/1/2074 0:00,1409,31-Oct-85,5.4,12.4,47.4,115.7,115.7,27.5,4,0,0,0
11/1/2074 0:00,2045,30-Nov-85,14.8,35.1,101.1,184.5,182.5,58.1,11,814.9,0,0
12/1/2074 0:00,2045,31-Dec-85,51.7,164,117.1,186.4,242.7,80.4,10,1104.8,29.20000076,15.5
1/1/2075 0:00,3440,31-Jan-86,159.3,528.8,270.5,390.2,514.6,194.7,67,1994.3,27.60000038,0
2/1/2075 0:00,20233,28-Feb-86,1159.6,3597.2,1059.3,1801.5,2930.9,1471.7,7908,0,230.6999969,161.6000061
3/1/2075 0:00,7580,31-Mar-86,434.9,1287.4,377,843.7,1297.7,573.6,1724,0,227.8999939,476.6000061
4/1/2075 0:00,3263,30-Apr-86,105.1,379.1,186.6,379.8,408.6,114.3,30,1918.9,65.5,60.5
5/1/2075 0:00,2852,31-May-86,44.4,175,137.7,410.1,323.3,84.8,28,799.5,0,0
6/1/2075 0:00,1833,30-Jun-86,17.1,56,77.5,331.4,193,40.8,12,1187.7,0,0
7/1/2075 0:00,1503,31-Jul-86,6.1,12,44.5,194.1,147.5,30.3,0,1429.1,0,0
8/1/2075 0:00,1376,31-Aug-86,2.2,3.6,37.7,124.6,128.3,26,0,1263.8,0,0
9/1/2075 0:00,1649,30-Sep-86,4.5,26.3,47.3,140.2,151,35.5,23,795.2,0,15.89999962
10/1/2075 0:00,1515,31-Oct-86,5.4,23.5,52,126.8,131.5,30.1,0,0,0,10.10000038
11/1/2075 0:00,1266,30-Nov-86,6.4,20.8,66.3,120.9,130,43.8,11,330.5,0,0
12/1/2075 0:00,1233,31-Dec-86,7.8,34.1,75.1,119.5,133.6,57.2,10,448.3,0,15.19999981
1/1/2076 0:00,2018,31-Jan-87,15.7,116.5,126.4,182.3,189.2,78.9,10,366.3,0,38.09999847
2/1/2076 0:00,2691,28-Feb-87,64.9,435.1,185.7,315.7,361.9,147,28,760.5,48,81
3/1/2076 0:00,4107,31-Mar-87,131.4,635.5,261,584.1,785.5,266.6,25,0,139.3999939,72.90000153
4/1/2076 0:00,2294,30-Apr-87,43.9,289.5,138.6,282.2,265.2,79.1,30,1659.1,0,47.29999924
5/1/2076 0:00,1629,31-May-87,14.9,107.4,95.7,284.9,146.1,24.2,17,983.5,0,0
6/1/2076 0:00,1380,30-Jun-87,5.2,20.7,30.9,132.4,103.5,15.1,12,1191,0,0
7/1/2076 0:00,1197,31-Jul-87,0.9,4.2,23,100.4,89.4,14.6,0,1254.6,0,38.5
8/1/2076 0:00,1240,31-Aug-87,0.1,1.5,26.3,87,81.8,13.7,0,1384.7,0,16.70000076
9/1/2076 0:00,1173,30-Sep-87,0.3,0.6,28.4,84.3,83,14.3,12,705.4,0,7.199999809
10/1/2076 0:00,1081,31-Oct-87,1.4,3.2,36.2,88.3,89.2,20.4,0,0,0,0
11/1/2076 0:00,1222,30-Nov-87,8.5,23.1,54.3,99,99.7,33.6,11,879.5,0,0
12/1/2076 0:00,2451,31-Dec-87,202.3,768.8,204,324.7,318.7,136.4,10,1359.7,66.09999847,0
1/1/2077 0:00,6549,31-Jan-88,207.8,514.5,243.1,350.6,388.3,161.8,909,0,224.8000031,30.5
2/1/2077 0:00,2765,29-Feb-88,82.3,398.4,105.5,179.4,179.6,73,28,749.9,12.30000019,39.09999847
3/1/2077 0:00,1548,31-Mar-88,55.6,240.1,93.8,210,195.7,66.4,26,54.2,5.699999809,0
4/1/2077 0:00,1519,30-Apr-88,83.6,167.7,118.8,241.9,190.1,56.7,30,2725.9,0,22.89999962
5/1/2077 0:00,1619,31-May-88,60.8,117.4,78,232.4,145.5,24.1,17,919.6,19,0
6/1/2077 0:00,1307,30-Jun-88,26.2,64.2,46.3,198.1,114.6,16.7,0,924.5,0,0
7/1/2077 0:00,1165,31-Jul-88,5.2,9.2,25.7,112.3,85.1,13.9,0,730.3,0,22.79999924
8/1/2077 0:00,1459,31-Aug-88,1.3,1.9,27.1,89.4,77.8,13.1,0,1033.3,20,0.400000006
9/1/2077 0:00,1119,30-Sep-88,0.6,0.6,28.2,83.6,75.8,13.1,12,666.4,0,0
10/1/2077 0:00,879.9,31-Oct-88,1.6,2.3,34.5,84.1,76.8,17.6,0,0,0,0
11/1/2077 0:00,1861,30-Nov-88,40.1,252.7,94.7,172.8,181.4,61.1,11,18.1,0.899999976,0
12/1/2077 0:00,2067,31-Dec-88,19.5,107.1,85.9,136.7,121.2,51.9,10,630.6,13,23.20000076
1/1/2078 0:00,1818,31-Jan-89,35.2,221.4,126.8,182.9,166.9,69.6,10,610.2,20.5,53
2/1/2078 0:00,1816,28-Feb-89,23.8,217.9,100.4,170.7,168.4,68.4,28,873.9,0,26.20000076
3/1/2078 0:00,5722,31-Mar-89,256.3,1139.2,437.1,978.2,1295,439.5,25,0,156.6000061,99.80000305
4/1/2078 0:00,2603,30-Apr-89,71.9,454.6,218.7,445.3,487.2,145.3,18,2244.4,14.30000019,152.8000031
5/1/2078 0:00,1891,31-May-89,25.4,129.8,99.4,295.9,189.9,31.4,28,536.9,0,0
6/1/2078 0:00,1148,30-Jun-89,9.3,44,59,252.2,128.7,18.7,0,953.2,0,42.90000153
7/1/2078 0:00,992.4,31-Jul-89,1.9,10.8,29.8,130.1,95.8,15.6,0,1465.2,0,26.10000038
8/1/2078 0:00,1083,31-Aug-89,0.3,2.3,31.4,103.8,87.7,14.7,0,862.9,0,11.69999981
9/1/2078 0:00,1477,30-Sep-89,9.2,10.4,37.9,112.3,106.7,18.4,12,797,13,40.79999924
10/1/2078 0:00,1894,31-Oct-89,21.6,61.3,68.2,166.5,171.9,39.3,12,0,21.20000076,42
11/1/2078 0:00,1480,30-Nov-89,9.4,30.3,70.2,128.1,131.9,44.4,11,18.1,0,11.19999981
12/1/2078 0:00,1029,31-Dec-89,7.6,30.5,71.1,113.2,117,50.1,10,357.4,3,19
1/1/2079 0:00,2185,31-Jan-90,50.4,247.4,171.3,247.1,268.3,111.8,10,437.8,50.90000153,47.29999924
2/1/2079 0:00,2206,28-Feb-90,26.8,132.2,107.4,182.7,219,89,28,589.4,14.80000019,35.09999847
3/1/2079 0:00,1707,31-Mar-90,34.7,264.6,114.2,255.6,294.1,99.8,16,74.6,15.60000038,42.59999847
4/1/2079 0:00,1516,30-Apr-90,14.8,92,102.3,208.2,165.6,49.4,0,2459.8,0,86.90000153
5/1/2079 0:00,1525,31-May-90,41.4,175.2,74,220.4,143.2,23.7,0,384.8,0,0
6/1/2079 0:00,1222,30-Jun-90,17.8,148.3,47.2,201.9,137.3,20,0,701.8,0,37
7/1/2079 0:00,963.5,31-Jul-90,1.6,14.1,24.2,105.8,79.4,13,0,709.9,0,0.699999988
8/1/2079 0:00,906.9,31-Aug-90,0.2,2.4,27.6,91,75.4,12.7,0,969.7,0,20.79999924
9/1/2079 0:00,979.5,30-Sep-90,0.3,1.7,31.6,93.6,78.7,13.6,0,618.2,0,36.90000153
10/1/2079 0:00,764.1,31-Oct-90,0.8,1.7,33.9,82.7,77.6,17.7,2,0,0,29.5
11/1/2079 0:00,907.7,30-Nov-90,2.8,5.4,49.9,91.1,87.3,29.4,11,19.2,0,14.39999962
12/1/2079 0:00,883.5,31-Dec-90,3.9,9.1,56.7,90.2,87,37.2,10,95.1,0,49.09999847
1/1/2080 0:00,1034,31-Jan-91,5.1,31.6,66.4,95.7,90.9,37.9,10,63.9,0,42.09999847
2/1/2080 0:00,1629,28-Feb-91,11.8,79,69.9,118.9,111.2,45.2,28,472.1,0,17.89999962
3/1/2080 0:00,2997,31-Mar-91,228.4,458.8,200.9,449.7,610.1,207.1,25,0,234.8999939,81.80000305
4/1/2080 0:00,2127,30-Apr-91,110,406.1,126,256.5,339.5,101.3,0,1384.4,10.60000038,129.3000031
5/1/2080 0:00,1488,31-May-91,57.5,215.6,77.9,232,195.3,32.3,17,372.2,0,0
6/1/2080 0:00,1202,30-Jun-91,13.1,50.8,43.4,185.7,110.7,16.1,0,546.5,0,40.70000076
7/1/2080 0:00,1989,31-Jul-91,3.3,12,24.3,106.1,81.4,13.3,0,478,0,30.60000038
8/1/2080 0:00,629.4,31-Aug-91,0.4,1.1,24.3,80.2,65.8,11.1,0,265,0,57.29999924
9/1/2080 0:00,727,30-Sep-91,0.1,0.3,24.6,72.9,63.5,11,0,92.6,0,53.59999847
10/1/2080 0:00,598.2,31-Oct-91,0.7,5.4,34.2,83.4,73.2,16.7,0,0,0,26.5
11/1/2080 0:00,680.3,30-Nov-91,4.6,32.2,56.8,103.7,80.7,27.2,11,14.1,0,0
12/1/2080 0:00,1190,31-Dec-91,16.3,34.1,73.5,117,100.6,43.1,10,111.4,7.300000191,0
1/1/2081 0:00,1321,31-Jan-92,40.1,87.8,95.8,138.2,156.5,65.2,10,427.3,27.5,45.90000153
2/1/2081 0:00,3263,29-Feb-92,333.8,573.1,275.1,467.9,629,255.6,28,0,222.6000061,57.09999847
3/1/2081 0:00,2643,31-Mar-92,329.1,586.1,124.2,278,384.3,130.4,25,1674,108.8000031,105.8000031
4/1/2081 0:00,1437,30-Apr-92,141.7,466.2,137.7,280.4,284.8,85,18,1885.9,0.600000024,83.90000153
5/1/2081 0:00,978.5,31-May-92,38.4,117.9,66.5,198.2,132.8,22,28,419.8,0,0
6/1/2081 0:00,1995,30-Jun-92,15.5,37,25.3,108.3,103,15,12,486.4,0,0
7/1/2081 0:00,613.7,31-Jul-92,9,26.1,19.4,84.5,87.7,14.3,0,451.5,0,0
8/1/2081 0:00,624.3,31-Aug-92,1,1.7,19.5,64.4,73.3,12.3,0,259.9,0,4.900000095
9/1/2081 0:00,523.2,30-Sep-92,0.7,0.3,22.3,66.2,68.1,11.8,12,483.9,0,66.09999847
10/1/2081 0:00,682.1,31-Oct-92,3.9,13.1,33.3,81.2,77.1,17.6,14,0,0,0
11/1/2081 0:00,532.5,30-Nov-92,6.4,48.5,52.1,95.1,89.6,30.2,46,18.6,0,0
12/1/2081 0:00,1858,31-Dec-92,93.6,250.9,121.4,193.3,224.5,96.1,298,861.4,23,0
1/1/2082 0:00,9540,31-Jan-93,389,827.7,493.5,711.8,968.5,403.7,3452,0,698.5999756,0
2/1/2082 0:00,9231,28-Feb-93,428.6,921,348.8,593.2,782.6,318,3352,0,472.7000122,129.1999969
3/1/2082 0:00,4800,31-Mar-93,316.5,1548.6,297.2,665.2,967.4,328.4,404,0,227.6999969,0
4/1/2082 0:00,2810,30-Apr-93,153.1,670.7,253.7,516.6,776.9,231.8,18,2647.4,37.59999847,233.6000061
5/1/2082 0:00,2479,31-May-93,140.1,548,203.3,605.5,489.5,81,28,722.6,0,33.09999847
6/1/2082 0:00,2077,30-Jun-93,122.5,353.6,131,560.4,330.3,48.1,0,672.3,72.09999847,81.40000153
7/1/2082 0:00,963.1,31-Jul-93,24.1,50.7,63.4,276.8,132,21.5,11,672.8,4.199999809,17.29999924
8/1/2082 0:00,831.6,31-Aug-93,9.4,15.1,47.5,156.9,105.7,17.8,12,472,33.09999847,71.90000153
9/1/2082 0:00,787.5,30-Sep-93,5.4,5.9,38.5,114.1,100.1,17.3,23,0,0,73.5
10/1/2082 0:00,864.4,31-Oct-93,8.1,9.7,48.9,119.2,110.8,25.3,128,0,7.400000095,41.5
11/1/2082 0:00,879.1,30-Nov-93,7.9,10.3,62.2,113.6,113.6,38.2,188,18.1,0,0
12/1/2082 0:00,1355,31-Dec-93,16.5,66.2,138.4,220.3,192.6,82.4,12,244.3,10.19999981,55.29999924
1/1/2083 0:00,1719,31-Jan-94,28.8,110.9,117.1,168.8,159.9,66.7,11,545.3,10.80000019,42.70000076
2/1/2083 0:00,2804,28-Feb-94,84.2,142.8,165.8,282,294.3,119.6,28,1329.5,149.8000031,37.29999924
3/1/2083 0:00,1513,31-Mar-94,51.1,300.1,109.4,244.7,252.5,85.7,11,92.1,0,72.19999695
4/1/2083 0:00,1434,30-Apr-94,28.1,134.3,104.6,213,164.4,49,30,2421.6,0,63.90000153
5/1/2083 0:00,1188,31-May-94,27.8,116.5,82,244.1,154.1,25.5,17,571.1,0,2.799999952
6/1/2083 0:00,1004,30-Jun-94,6,24.8,33.5,143.3,89.7,13.1,12,693.7,0,0
7/1/2083 0:00,846.1,31-Jul-94,0.5,3.1,20.3,88.5,70.4,11.5,0,1226.7,0,16.60000038
8/1/2083 0:00,727.1,31-Aug-94,0,0.1,22,72.6,65,10.9,0,1010.8,30.29999924,40.59999847
9/1/2083 0:00,710,30-Sep-94,0.2,0,24.9,73.8,67.2,11.6,12,1196.9,14.89999962,94.80000305
10/1/2083 0:00,618.8,31-Oct-94,1,1.5,35.2,85.8,78,17.8,0,0,17.10000038,0
11/1/2083 0:00,1312,30-Nov-94,8,25.7,59.2,108,105.2,35.4,11,326.9,11,0
12/1/2083 0:00,1985,31-Dec-94,19.1,72.7,168.4,268,225.5,96.5,10,915.6,67,0
1/1/2084 0:00,22274,31-Jan-95,1274.4,2278.9,934.1,1347.3,2333.1,972.5,7659,0,506.8999939,265
2/1/2084 0:00,7261,28-Feb-95,386.6,1292.7,295.5,502.6,774.8,314.8,1492,0,188.1999969,280
3/1/2084 0:00,16043,31-Mar-95,941.2,2194.9,565.7,1266,2363.8,802.3,5847,0,0,551.2999878
4/1/2084 0:00,6507,30-Apr-95,264.1,993.2,339.5,691.2,1270.6,379,18,1940,0,59.70000076
5/1/2084 0:00,5211,31-May-95,214.6,803,294.1,876,1373.8,227.4,470,0,66.30000305,228.1000061
6/1/2084 0:00,2996,30-Jun-95,68.2,294.9,156.2,668.1,513.4,74.7,0,1334.3,0,148.6000061
7/1/2084 0:00,1672,31-Jul-95,21.7,60.9,102.1,445.3,260.7,42.5,11,1392.5,4.900000095,26.5
8/1/2084 0:00,1246,31-Aug-95,7.7,17.6,64.6,213.3,174.1,29.3,0,1390.6,0,80.40000153
9/1/2084 0:00,1287,30-Sep-95,4.9,8.4,49.4,146.5,140.7,24.3,23,826.4,0,65
10/1/2084 0:00,1088,31-Oct-95,4.8,6.5,53.7,131,133.3,30.5,132,0,9.399999619,0
11/1/2084 0:00,931.6,30-Nov-95,6.7,9.3,71.3,130.1,135.3,45.6,154,20.1,0,0
12/1/2084 0:00,2806,31-Dec-95,113,501.4,225.5,359,394.9,169,529,808.7,68,0
1/1/2085 0:00,8048,31-Jan-96,227.8,831.9,308.7,445.3,574.7,239.6,1976,0,161.8999939,0
2/1/2085 0:00,9679,29-Feb-96,480,1673.4,540.8,919.8,1405.6,571.2,3309,0,199.3000031,327.6000061
3/1/2085 0:00,4626,31-Mar-96,332.4,1132,215.4,482.2,799.9,271.5,1075,0,234.3000031,0
4/1/2085 0:00,2902,30-Apr-96,132.5,638.9,252.9,514.9,729.5,217.6,18,2603.1,36.59999847,87.09999847
5/1/2085 0:00,3554,31-May-96,79.7,702.6,221,658.3,739.3,122.4,77,352,0,31.29999924
6/1/2085 0:00,2633,30-Jun-96,27.3,168.6,84.4,360.9,282.8,41.2,12,1203.4,0,122.0999985
7/1/2085 0:00,1483,31-Jul-96,8.2,33.2,44,192.1,173.8,28.3,11,1460.4,0,97.40000153
8/1/2085 0:00,1287,31-Aug-96,2.1,6.9,41,135.4,135.9,22.8,12,1860.1,0,72.40000153
9/1/2085 0:00,1372,30-Sep-96,2.2,4.5,40.1,118.6,127.3,22,23,1078,4.300000191,70.69999695
10/1/2085 0:00,1360,31-Oct-96,6.5,30.6,46.2,112.6,136.2,31.1,14,0,0,0
11/1/2085 0:00,1221,30-Nov-96,34,142.1,102.3,186.6,197,66.3,244,18.1,0,0
12/1/2085 0:00,8386,31-Dec-96,418.3,749.9,721,1147.7,1633.4,699,2244,0,0,0
1/1/2086 0:00,16357,31-Jan-97,637.8,1178.5,1160.7,1674.1,2669,1112.6,4704,0,116.0999985,633.7000122
2/1/2086 0:00,4812,28-Feb-97,179.2,330,220.2,374.5,628.6,255.4,201,436.4,122.3000031,130.6000061
3/1/2086 0:00,2248,31-Mar-97,86.8,197.8,145.6,325.9,422,143.2,14,227.8,0,0.800000012
4/1/2086 0:00,1918,30-Apr-97,46.8,135.7,179.5,365.5,362,108,30,3044.4,0,62.70000076
5/1/2086 0:00,1743,31-May-97,22.8,56.4,120.3,358.4,245.2,40.6,17,1211.6,0,0
6/1/2086 0:00,1412,30-Jun-97,10.5,20.7,59.4,254.1,177.6,25.8,0,2166.5,0,19.20000076
7/1/2086 0:00,1394,31-Jul-97,3.3,5.4,36.8,160.4,132.5,21.6,0,2336.3,2.400000095,0
8/1/2086 0:00,1241,31-Aug-97,1.3,1.5,40.4,133.5,112.8,19,0,2256.9,0,54.40000153
9/1/2086 0:00,1289,30-Sep-97,1.7,2.5,43.3,128.3,115.2,19.9,23,882.5,6.699999809,12.19999981
10/1/2086 0:00,1248,31-Oct-97,4.8,22.3,54.1,132,131.4,30,4,0,19.29999924,0
11/1/2086 0:00,2019,30-Nov-97,56,234.1,113.9,208,229.9,77.4,11,549.5,1.5,0
12/1/2086 0:00,2746,31-Dec-97,108.3,194.2,165.6,263.7,301.9,129.2,10,1044,116.1999969,205.8000031
1/1/2087 0:00,12253,31-Jan-98,500.8,925.2,671.2,968.1,1269.7,529.2,2860,0,306.3999939,232.5
2/1/2087 0:00,21027,28-Feb-98,1329.4,2448.2,667,1134.3,2136.4,868.1,10065,0,326.7999878,613.9000244
3/1/2087 0:00,10278,31-Mar-98,552,1257.4,291.8,653.1,996,338,1966,0,151.1999969,157.6000061
4/1/2087 0:00,4452,30-Apr-98,362.3,1050.9,291.1,592.6,806.9,240.7,464,0,206.3000031,37.5
5/1/2087 0:00,6962,31-May-98,491.7,1216.9,264.6,788.1,1048.5,173.6,1281,0,99.69999695,0
6/1/2087 0:00,4414,30-Jun-98,278.3,549.7,195.9,838.2,780.5,113.6,787,0,125.5999985,281.2999878
7/1/2087 0:00,2453,31-Jul-98,52.6,86.6,123.9,540.6,295.7,48.2,0,1676.5,0,73.69999695
8/1/2087 0:00,1902,31-Aug-98,18.6,20.5,72.7,240.2,199,33.4,0,2230.7,0,37.09999847
9/1/2087 0:00,1771,30-Sep-98,10.4,15.1,58.3,172.7,170,29.4,23,409.2,0,112
10/1/2087 0:00,1774,31-Oct-98,10.1,47.5,64.3,156.9,157.6,36,432,0,0,45.09999847
11/1/2087 0:00,2792,30-Nov-98,53.6,224.1,184.4,336.6,385,129.6,412,18.1,0,0
12/1/2087 0:00,3037,31-Dec-98,53.5,95.9,228.9,364.4,457.4,195.8,368,0,134.1000061,38.29999924
1/1/2088 0:00,3205,31-Jan-99,49.5,91.5,232.5,335.3,437,182.2,161,463.9,19.39999962,0
2/1/2088 0:00,7923,28-Feb-99,237,436.5,425.1,722.8,1193.8,485.1,1377,0,611.0999756,125.1999969
3/1/2088 0:00,5631,31-Mar-99,287.6,655.3,236.4,529.1,874.3,296.8,591,0,208.8999939,159.6000061
4/1/2088 0:00,3331,30-Apr-99,264.9,768.5,218.7,445.3,630.7,188.2,295,2247.7,78.80000305,50.5
5/1/2088 0:00,2839,31-May-99,102.5,253.6,163.9,488.2,432.2,71.5,28,510.5,60.59999847,0
6/1/2088 0:00,2001,30-Jun-99,31.3,61.9,94.2,402.8,218.1,31.7,12,1974.4,17,0.400000006
7/1/2088 0:00,1706,31-Jul-99,9.5,15.6,47.9,209.1,150.9,24.6,11,1717.8,3.599999905,0
8/1/2088 0:00,1664,31-Aug-99,5.4,5.9,44.3,146.3,142.6,24,12,2246.5,10.80000019,0
9/1/2088 0:00,1649,30-Sep-99,2.6,3.8,43.1,127.7,136.1,23.5,23,1250.9,0,35.29999924
10/1/2088 0:00,1414,31-Oct-99,3.9,18.2,57,139.2,133,30.4,14,0,0,0
